id,customfields_candidateexp,applications_jobdetails_customfields_joblevel,applications_jobs_name,customfields_gender,customfields_candidateage,customfields_dateofbirth,customfields_language,applications_location_address,applications_jobdetails_hiringteam_hiringmanagers_name,applications_jobdetails_departments_name,customfields_hiredate,customfields_startdate,applications_offerdetails_resolvedat,applications_offerdetails_createdat,applications_appliedat,applications_jobdetails_openings_openedat,applications_jobdetails_openings_closedat,customfields_degree,customfields_discipline,applications_source_publicname,applications_rejectedat,applications_status,applications_jobdetails_status,applications_offerdetails_status,recruiter_name,applications_rejectionreason_name,applications_currentstage_name,applications_prospect,company,applications_jobdetails_customfields_salaryrange_maxvalue,applications_jobdetails_customfields_salaryrange_minvalue
3377830987730781184,0,L3,Marketing Analyst,Female,22,2002-11-29,UK,UK,Harleen Quinnzel,Marketing,2024-05-30,2024-06-02,2024-05-21,2024-05-16,2024-05-05,2023-12-28,,Mtech,IS,Others,,hired,Open,hired,Harleen Quinnzel,,hired,True,Taylor LLC,200000,130000
3378453816390189568,6,L1,Accounts Associate,Male,27,1997-02-16,USA,USA,Oswald Cobblepot,Finance & Admin,2024-01-12,2024-01-16,2024-01-05,2023-12-29,2023-12-13,2023-12-12,2024-01-06,Btech,EC,HRMarket,,hired,Closed,hired,Oswald Cobblepot,,hired,True,Hansen-Thompson,300000,220000
3393736317123691520,1,L1,ML Intern,Male,22,2003-01-05,UK,UK,Cassandra Cain,Machine Learning,2024-06-12,2024-06-16,2024-06-06,2024-05-31,2024-05-16,2023-12-16,2024-01-05,Mtech,EC,Others,,hired,Closed,hired,Cassandra Cain,,hired,True,Davis-Dunn,160000,80000
3394538512609968640,4,L2,Platform Engineer,Male,26,1998-04-05,USA,USA,Damian Wayne,Platform,2024-06-20,2024-06-30,2024-06-15,2024-06-09,2024-05-30,2023-12-20,2024-01-10,Btech,CS,Others,,hired,Closed,hired,Damian Wayne,,hired,True,Carney-Newman,250000,160000
3398706202048201216,3,L1,ML Intern,Male,25,1999-12-11,USA,USA,Stephanie Brown,Machine Learning,2024-06-29,2024-07-11,2024-06-26,2024-06-20,2024-06-06,2023-12-16,2024-01-05,HighSchool,CS,LinkedIn,,hired,Closed,hired,Stephanie Brown,,hired,True,"Rogers, Phelps and Gardner",200000,130000
3399585895362331136,8,L2,System Administrator,Male,30,1994-05-23,USA,USA,Jon Stewart,IT,2024-10-08,2024-10-11,2024-10-03,2024-09-28,2024-09-13,2023-12-04,2023-12-27,HighSchool,IS,HRMarket,,hired,Closed,hired,Jon Stewart,,hired,True,Taylor LLC,360000,250000
3412530719778406912,3,L1,Junior Backend Developer,Female,26,1998-10-19,Canada,Canada,Damian Wayne,Platform,2024-01-19,2024-01-29,2024-01-17,2024-01-10,2023-12-29,2023-12-07,,HighSchool,CS,HRMarket,,hired,Open,hired,Damian Wayne,,hired,True,Shaw Inc,190000,130000
3412590024401617920,6,L2,System Administrator,Male,28,1996-03-20,UK,UK,Jon Stewart,IT,2024-01-19,2024-02-01,2024-01-15,2024-01-09,2023-12-24,2023-12-04,2023-12-27,BE,IS,HRMarket,,hired,Closed,hired,Jon Stewart,,hired,True,Stafford Group,300000,260000
3414125900663358464,6,L1,ML Intern,Male,29,1995-10-19,UK,UK,Cassandra Cain,Machine Learning,2024-02-19,2024-02-25,2024-02-15,2024-02-09,2024-01-20,2023-12-16,2024-01-05,PhD,IS,Others,,hired,Closed,hired,Cassandra Cain,,hired,True,Pena-Calhoun,260000,210000
3424296835013936128,6,L1,Social Media Coordinator,Male,29,1995-11-26,Canada,Canada,Harvey Dent,Marketing,2024-01-19,2024-01-20,2024-01-12,2024-01-06,2023-12-24,2023-11-29,,PhD,AI,HRMarket,,hired,Open,hired,Harvey Dent,,hired,True,"Clark, Hall and Blackburn",260000,200000
3425001345210384896,3,L3,Technical Consultant,Male,25,1999-07-30,UK,UK,Selina Kyle,Customer Service,2024-01-19,2024-01-25,2024-01-17,2024-01-10,2023-12-31,2023-12-09,2023-12-24,Btech,EC,Others,,hired,Closed,hired,Selina Kyle,,hired,True,Key-Huffman,250000,180000
3425002300471508992,4,L1,IT Support,Male,28,1996-07-01,USA,USA,Guy Gardner,IT,2024-01-19,2024-02-01,2024-01-10,2024-01-06,2023-12-26,2023-12-20,2024-01-10,Btech,CS,Others,,hired,Closed,hired,Guy Gardner,,hired,True,"Parker, Allen and Stone",240000,170000
3425003733421916672,7,L1,IT Support,Female,28,1996-12-21,USA,USA,Jon Stewart,IT,2024-01-19,2024-01-21,2024-01-13,2024-01-08,2023-12-30,2023-12-20,2024-01-10,Btech,AI,HRMarket,,hired,Closed,hired,Jon Stewart,,hired,True,Hansen-Thompson,280000,210000
3425035562812178944,8,L1,Junior UX Designer,Male,31,1993-10-23,USA,USA,Jason Todd,UI/UX,2024-01-19,2024-01-28,2024-01-16,2024-01-10,2023-12-28,2023-12-11,,BE,other,HRMarket,,hired,Open,hired,Jason Todd,,hired,True,Brown-Martin,340000,250000
3425036072990540288,10,L1,ML Intern,Male,34,1990-10-18,UK,UK,Stephanie Brown,Machine Learning,2024-01-19,2024-02-01,2024-01-12,2024-01-08,2023-12-21,2023-12-16,2024-01-05,BE,EC,HRMarket,,hired,Closed,hired,Stephanie Brown,,hired,True,Stafford Group,390000,300000
3425036954801013248,1,L1,Junior Backend Developer,Female,24,2000-09-02,Canada,Canada,Roy Harper,Platform,2024-01-19,2024-02-01,2024-01-16,2024-01-11,2023-12-24,2023-12-07,,BE,EC,Others,,hired,Open,hired,Roy Harper,,hired,True,Cameron PLC,180000,110000
3425039136594067968,6,L1,Junior UX Designer,Female,28,1996-01-16,Canada,Canada,Richard Grayson,UI/UX,2024-01-19,2024-01-21,2024-01-13,2024-01-09,2023-12-25,2023-12-11,,Btech,EC,HRMarket,,hired,Open,hired,Richard Grayson,,hired,True,"Scott, Smith and Dunn",280000,220000
3425568473789498368,8,L3,Network Engineer,Female,30,1994-02-17,UK,UK,Hal Jordan,IT,2024-01-19,2024-01-29,2024-01-13,2024-01-08,2023-12-31,2023-12-30,2024-01-14,Mtech,IS,LinkedIn,,hired,Closed,hired,Hal Jordan,,hired,True,Cameron PLC,380000,310000
3425606654605919232,7,L3,Backend Developer,Female,28,1996-12-26,USA,USA,Roy Harper,Platform,2024-01-19,2024-01-31,2024-01-11,2024-01-04,2023-12-19,2023-12-12,2024-01-06,Mtech,IS,HRMarket,,hired,Closed,hired,Roy Harper,,hired,True,Campbell-Curtis,370000,290000
3425632429895844864,4,L1,Sales Associate,Male,27,1997-06-09,Canada,Canada,Jim Gordon,Sales,2024-01-19,2024-01-21,2024-01-11,2024-01-06,2023-12-29,2023-12-08,2023-12-30,PhD,CS,Monster,,hired,Closed,hired,Jim Gordon,,hired,True,Cameron PLC,230000,170000
3425653317554929664,3,L2,Support Specialist,Non-Binary,25,1999-02-20,UK,UK,Jason Blood,Customer Service,2024-01-19,2024-01-27,2024-01-14,2024-01-09,2023-12-22,2023-12-21,2024-01-15,BE,EC,LinkedIn,,hired,Closed,hired,Jason Blood,,hired,True,Watts-Harris,240000,160000
3425675153495818240,5,L3,Sales Executive,Female,26,1998-08-01,UK,UK,Harvey Bullock,Sales,2024-09-26,2024-10-01,2024-09-17,2024-09-13,2024-09-01,2023-12-02,2023-12-29,BE,AI,LinkedIn,,hired,Closed,hired,Harvey Bullock,,hired,True,"Baker, Randolph and Murray",320000,250000
3425686785584267776,0,L2,Marketing Associate,Male,22,2002-03-23,UK,UK,Pamela Isley,Marketing,2024-08-01,2024-08-11,2024-07-29,2024-07-25,2024-07-04,2023-12-27,,Btech,CS,HRMarket,,hired,Open,hired,Pamela Isley,,hired,True,"Sanchez, Roach and Brooks",150000,70000
3425797786220626432,6,L3,Marketing Analyst,Male,29,1995-05-26,Mexico,Mexico,Harleen Quinnzel,Marketing,2024-01-19,2024-01-27,2024-01-16,2024-01-09,2023-12-29,2023-12-28,,BE,CS,Others,,hired,Open,hired,Harleen Quinnzel,,hired,True,Huerta Group,320000,270000
3425800853548696064,3,L3,Network Engineer,Female,25,1999-01-24,UK,UK,Hal Jordan,IT,2024-01-19,2024-01-22,2024-01-14,2024-01-08,2023-12-31,2023-12-30,2024-01-14,Mtech,EC,Referral,,hired,Closed,hired,Hal Jordan,,hired,True,Velez-Hays,260000,180000
3427783343100396544,8,L1,Customer Service Associate,Female,30,1994-10-10,USA,USA,Zatanna Zatara,Customer Service,2024-08-05,2024-08-14,2024-07-31,2024-07-25,2024-07-10,2023-12-14,2024-01-04,Mtech,CS,LinkedIn,,hired,Closed,hired,Zatanna Zatara,,hired,True,Berg PLC,310000,250000
3427785112677254144,2,L2,Frontend Developer,Female,26,1998-09-29,USA,USA,Jason Todd,UI/UX,2024-08-05,2024-08-14,2024-07-27,2024-07-23,2024-07-11,2023-12-02,2023-12-26,PhD,AI,Others,,hired,Closed,hired,Jason Todd,,hired,True,Levy LLC,200000,100000
3427785898043900928,3,L1,IT Support,Male,26,1998-10-09,Canada,Canada,Jon Stewart,IT,2024-08-05,2024-08-16,2024-08-01,2024-07-26,2024-07-16,2023-12-20,2024-01-10,other,EC,LinkedIn,,hired,Closed,hired,Jon Stewart,,hired,True,Huerta-Sullivan,190000,110000
3427787693524780032,0,L1,Junior UX Designer,Male,24,2000-10-27,USA,USA,Richard Grayson,UI/UX,2024-08-05,2024-08-10,2024-07-26,2024-07-19,2024-07-07,2023-12-11,,Btech,IS,HRMarket,,hired,Open,hired,Richard Grayson,,hired,True,Reyes-Clark,100000,40000
3427829552913580032,2,L2,Frontend Developer,Female,24,2000-08-27,USA,USA,Barabara Gordon,UI/UX,2024-08-05,2024-08-06,2024-07-30,2024-07-25,2024-07-09,2023-12-02,2023-12-26,Mtech,IS,Monster,,hired,Closed,hired,Barabara Gordon,,hired,True,Jones PLC,200000,110000
3427830836529988096,8,L1,Sales Associate,Male,31,1993-01-28,USA,USA,Harvey Bullock,Sales,2024-08-05,2024-08-07,2024-07-31,2024-07-26,2024-07-09,2023-12-08,2023-12-30,other,EC,Others,,hired,Closed,hired,Harvey Bullock,,hired,True,Small Group,320000,250000
3427856324946296832,4,L1,Social Media Coordinator,Male,25,1999-10-09,Canada,Canada,Harleen Quinnzel,Marketing,2024-08-05,2024-08-18,2024-07-30,2024-07-24,2024-07-05,2023-11-29,,BE,other,Others,,hired,Open,hired,Harleen Quinnzel,,hired,True,"Scott, Smith and Dunn",210000,160000
3427856486779322368,6,L2,Frontend Developer,Male,29,1996-01-02,USA,USA,Richard Grayson,UI/UX,2024-08-05,2024-08-09,2024-08-01,2024-07-26,2024-07-17,2023-12-02,2023-12-26,PhD,CS,HRMarket,,hired,Closed,hired,Richard Grayson,,hired,True,Taylor-Montgomery,270000,240000
3427861623560208896,8,L2,Frontend Developer,Female,31,1993-03-23,UK,UK,Barabara Gordon,UI/UX,2024-01-19,2024-01-25,2024-01-10,2024-01-05,2023-12-28,2023-12-02,2023-12-26,Mtech,AI,HRMarket,,hired,Closed,hired,Barabara Gordon,,hired,True,Shaw Inc,340000,270000
3430006591624053760,9,L1,Social Media Coordinator,Female,33,1991-03-24,UK,UK,Harvey Dent,Marketing,2024-01-19,2024-01-31,2024-01-14,2024-01-07,2023-12-26,2023-11-29,,Mtech,EC,HRMarket,,hired,Open,hired,Harvey Dent,,hired,True,Levy LLC,330000,270000
3430011028543374336,10,L1,IT Support,Male,31,1993-08-05,USA,USA,Guy Gardner,IT,2024-01-19,2024-01-21,2024-01-14,2024-01-07,2023-12-21,2023-12-20,2024-01-10,HighSchool,IS,LinkedIn,,hired,Closed,hired,Guy Gardner,,hired,True,Mitchell Group,370000,310000
3430111519696748544,9,L1,Junior Backend Developer,Female,30,1994-07-04,China,China,Damian Wayne,Platform,2024-01-01,2024-01-02,2023-12-29,2023-12-25,2023-12-08,2023-12-07,,Btech,EC,HRMarket,,hired,Open,hired,Damian Wayne,,hired,True,Thornton LLC,330000,270000
3430818442842735104,7,L3,Data Analyst,Female,28,1996-08-25,China,China,Cassandra Cain,Machine Learning,2024-01-19,2024-01-31,2024-01-11,2024-01-06,2023-12-29,2023-12-03,,other,EC,Others,,hired,Open,hired,Cassandra Cain,,hired,True,Lowe-Brown,350000,310000
3434404634452558336,10,L1,Social Media Coordinator,Female,34,1990-04-14,USA,USA,Harleen Quinnzel,Marketing,2024-01-19,2024-01-24,2024-01-11,2024-01-06,2023-12-19,2023-11-29,,HighSchool,IS,HRMarket,,hired,Open,hired,Harleen Quinnzel,,hired,True,Davenport Ltd,360000,320000
3440764316989522944,2,L3,Network Engineer,Male,25,1999-06-27,USA,USA,Guy Gardner,IT,2024-10-04,2024-10-10,2024-10-02,2024-09-26,2024-09-08,2023-12-30,2024-01-14,Mtech,AI,Others,,hired,Closed,hired,Guy Gardner,,hired,True,"Wood, Scott and Thomas",220000,160000
3442982375120699904,4,L3,Backend Developer,Male,28,1996-07-10,Canada,Canada,Damian Wayne,Platform,2024-01-19,2024-01-27,2024-01-17,2024-01-12,2023-12-27,2023-12-12,2024-01-06,BE,IS,HRMarket,,hired,Closed,hired,Damian Wayne,,hired,True,"Rogers, Phelps and Gardner",280000,220000
3443776520311537664,5,L1,Customer Service Associate,Female,29,1995-11-05,Canada,Canada,Zatanna Zatara,Customer Service,2024-01-19,2024-01-30,2024-01-13,2024-01-08,2023-12-18,2023-12-14,2024-01-04,HighSchool,CS,HRMarket,,hired,Closed,hired,Zatanna Zatara,,hired,True,"Martin, Jones and Whitehead",260000,200000
3448239503666315776,10,L1,Management Trainee,Female,34,1990-12-21,Canada,Canada,Bruce Wayne,Management,2024-01-19,2024-01-23,2024-01-14,2024-01-09,2023-12-30,2023-12-29,,Btech,EE,HRMarket,,hired,Open,hired,Bruce Wayne,,hired,True,"Sanchez, Roach and Brooks",370000,300000
3448251592850014208,1,L3,UX Designer,Female,25,1999-06-28,USA,USA,Jason Todd,UI/UX,2024-01-19,2024-01-30,2024-01-09,2024-01-04,2023-12-20,2023-12-19,,BE,CS,LinkedIn,,hired,Open,hired,Jason Todd,,hired,True,Mitchell Group,200000,170000
3459709029708726272,2,L3,Technical Consultant,Female,24,2000-04-07,USA,USA,Selina Kyle,Customer Service,2024-10-10,2024-10-20,2024-10-04,2024-09-30,2024-09-15,2023-12-09,2023-12-24,BE,EC,HRMarket,,hired,Closed,hired,Selina Kyle,,hired,True,"Rogers, Harrison and Norris",210000,130000
3459710794403414016,6,L2,Frontend Developer,Male,29,1995-06-02,USA,USA,Tim Drake,UI/UX,2024-01-01,2024-01-04,2023-12-28,2023-12-21,2023-12-09,2023-12-02,2023-12-26,BE,CS,HRMarket,,hired,Closed,hired,Tim Drake,,hired,True,Thornton LLC,320000,260000
3464771990844343808,6,L1,Junior Backend Developer,Male,30,1994-08-28,China,China,Damian Wayne,Platform,2024-09-25,2024-10-04,2024-09-22,2024-09-15,2024-08-25,2023-12-07,,PhD,CS,LinkedIn,,hired,Open,hired,Damian Wayne,,hired,True,Jones PLC,270000,200000
3464779821509248000,7,L4,Senior Frontend Developer,Female,31,1993-07-21,Canada,Canada,Barabara Gordon,UI/UX,2024-01-01,2024-01-09,2023-12-22,2023-12-15,2023-11-24,2023-11-23,2023-12-23,BE,CS,Others,,hired,Closed,hired,Barabara Gordon,,hired,True,Hicks-Copeland,370000,310000
3470504218169704960,4,L3,Sales Executive,Male,25,1999-03-22,Canada,Canada,Arnold Flass,Sales,2024-01-19,2024-01-25,2024-01-11,2024-01-05,2023-12-26,2023-12-02,2023-12-29,PhD,EC,HRMarket,,hired,Closed,hired,Arnold Flass,,hired,True,"Martin, Jones and Whitehead",300000,200000
3470505585294705664,3,L2,Marketing Associate,Female,25,1999-04-03,USA,USA,Harleen Quinnzel,Marketing,2024-01-19,2024-01-25,2024-01-16,2024-01-11,2023-12-28,2023-12-27,,BE,IS,HRMarket,,hired,Open,hired,Harleen Quinnzel,,hired,True,"Brown, Wilson and Bennett",250000,160000
3470507203692069888,6,L3,UX Designer,Female,29,1995-05-26,UK,UK,Richard Grayson,UI/UX,2024-01-19,2024-01-31,2024-01-12,2024-01-07,2023-12-29,2023-12-19,,PhD,AI,HRMarket,,hired,Open,hired,Richard Grayson,,hired,True,"Simmons, Hickman and Martinez",330000,260000
3481434316964102656,7,L1,Social Media Coordinator,Male,28,1996-04-12,USA,USA,Pamela Isley,Marketing,2024-10-14,2024-10-23,2024-10-09,2024-10-03,2024-09-18,2023-11-29,,BE,IS,HRMarket,,hired,Open,hired,Pamela Isley,,hired,True,"Cox, Thomas and Pineda",280000,230000
3481503588813897728,8,L1,Sales Associate,Male,32,1992-02-13,UK,UK,Renee Montoya,Sales,2024-01-01,2024-01-13,2023-12-29,2023-12-22,2023-12-09,2023-12-08,2023-12-30,other,IS,HRMarket,,hired,Closed,hired,Renee Montoya,,hired,True,Huerta Group,320000,250000
3481504394917183488,4,L2,System Administrator,Male,28,1996-08-08,Canada,Canada,Guy Gardner,IT,2024-07-01,2024-07-08,2024-06-29,2024-06-22,2024-06-02,2023-12-04,2023-12-27,BE,CS,Referral,,hired,Closed,hired,Guy Gardner,,hired,True,"Riggs, Larson and Herrera",240000,190000
3481504394917183988,2,L2,Senior IT Manager,Male,21,1994-07-08,Mexico,Mexico,,IT,,,,2024-03-20,2024-03-21,2024-03-20,,BE,EE,HRMarket,2024-03-21,rejected,Closed,rejected,Subhajit,Lack of Experience,rejected,False,"Clark, Hall and Blackburn",200000,100000
3481504394917183989,0,L1,Marketing Manager,Female,21,1991-01-30,Canada,Canada,,Marketing,,,,2024-08-21,2024-08-22,2024-08-21,,Mtech,EE,HRMarket,2024-08-27,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Jones PLC,140000,180000
3481504394917183990,10,L6,Senior Marketing Manager,Male,34,1997-12-26,USA,USA,,Marketing,,,,,2024-10-12,2024-01-20,,PhD,IS,HRMarket,,active,Open,Pending,Rajini,Location/Relocation,Manager,True,Elliott Ltd,180000,110000
3481504394917183991,12,L6,HR Generalist,Female,22,1991-11-28,India,India,,Human Resources,,,,2024-07-31,2024-08-01,2024-02-13,,Mtech,AI,HRMarket,2024-08-06,rejected,Open,rejected,Rajini,Failed Interview ,rejected,False,Morris-Williams,190000,170000
3481504394917183992,7,L6,Data Analyst,Female,28,2001-05-03,India,India,,Machine Learning,,,,,2024-10-10,2023-12-03,,Mtech,CS,HRMarket,,active,Open,Negotiation,Naveen Yarra,Not Qualified,Review,True,Taylor-Montgomery,140000,110000
3481504394917183993,12,L6,Chief Sales Officer,Male,21,2001-09-14,USA,USA,,Sales,,,,2024-04-11,2024-04-12,2024-04-11,,Mtech,AI,LinkedIn,2024-04-15,rejected,Closed,rejected,Naveen Yarra,Location/Relocation,rejected,False,"Ware, Davis and Fernandez",170000,190000
3481504394917183994,12,L6,Marketing Analyst,Female,32,1991-01-12,USA,USA,,Marketing,,,,2024-08-16,2024-08-17,2023-12-28,,Btech,other,LinkedIn,2024-08-17,rejected,Open,rejected,Rajini,Location/Relocation,rejected,False,Campbell-Curtis,130000,130000
3481504394917183995,5,L4,Brand Manager,Male,34,2001-04-16,USA,USA,,Marketing,,,,,2024-10-17,2024-05-01,,PhD,CS,HRMarket,,active,Closed,Pending,Subhajit,Not Qualified,Review,True,Clark LLC,140000,180000
3481504394917183996,12,L6,Sales Manager,Male,27,1999-05-28,Mexico,Mexico,,Sales,,,,2024-08-22,2024-08-23,2023-12-25,2024-01-09,Btech,CS,Monster,2024-08-27,rejected,Closed,rejected,Subhajit,Failed Interview ,rejected,False,"Santos, Charles and Blair",130000,160000
3481504394917183997,7,L6,Senior IT Manager,Female,22,1994-12-23,India,India,,IT,,,,,2024-10-16,2024-03-20,,BE,EE,LinkedIn,,active,Closed,Negotiation,Naveen Yarra,Location/Relocation,Review,True,"Ware, Davis and Fernandez",130000,110000
3481504394917183998,0,L1,HR Manager,Male,26,1996-04-04,USA,USA,,Human Resources,,,,,2024-10-06,2024-03-24,,Mtech,IS,HRMarket,,active,Closed,Pending,John,Failed Interview ,Review,True,Taylor-Montgomery,130000,170000
3481504394917183999,1,L1,Platform Engineer,Female,21,1991-12-25,USA,USA,,Platform,,,,,2024-10-02,2023-12-20,2024-01-10,PhD,IS,HRMarket,,active,Closed,Pending,Rajini,Failed Interview ,Technical,True,Sullivan LLC,190000,180000
3481504394917184000,5,L4,Assistant Manager,Female,26,2002-12-06,Mexico,Mexico,,Management,,,,,2024-10-24,2024-01-10,,HighSchool,IS,Others,,active,Closed,Negotiation,Rajini,Location/Relocation,Review,True,"Wilson, Mahoney and Peck",160000,100000
3481504394917184001,0,L1,Data Scientist,Female,30,2000-02-10,Mexico,Mexico,,Machine Learning,,,,2024-05-08,2024-05-09,2023-12-07,2024-01-05,Mtech,IS,LinkedIn,2024-05-12,rejected,Closed,rejected,Mak,Lack of Experience,rejected,False,Murphy Ltd,210000,110000
3481504394917184002,5,L4,Regional Sales Manager,Female,34,1999-01-08,China,China,,Sales,,,,2024-09-05,2024-09-06,2023-12-17,2024-01-11,BE,IS,HRMarket,2024-09-09,rejected,Closed,rejected,Subhajit,Lack of Experience,rejected,False,"Fernandez, Harrison and Beard",190000,150000
3481504394917184003,1,L1,HR Assistant,Male,21,1992-04-25,Canada,Canada,,Human Resources,,,,,2024-10-15,2024-03-10,,other,EC,Monster,,active,Open,Pending,Subhajit,Location/Relocation,Review,True,Lopez-Hudson,180000,100000
3481504394917184004,0,L1,Financial Analyst,Non-Binary,28,2003-04-14,USA,USA,,Finance & Admin,,,,2024-07-15,2024-07-16,2023-12-12,2024-01-03,BE,IS,Others,2024-07-17,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Camacho and Sons,120000,160000
3481504394917184005,7,L6,Platform Engineer,Non-Binary,30,2000-01-30,India,India,,Platform,,,,2024-06-28,2024-06-29,2023-12-20,2024-01-10,PhD,AI,HRMarket,2024-07-04,rejected,Closed,rejected,Naveen Yarra,Lack of Experience,rejected,False,Thornton LLC,140000,100000
3481504394917184006,2,L2,Principal Data Scientist,Male,27,2002-03-22,USA,USA,,Machine Learning,,,,2024-07-18,2024-07-19,2024-02-08,,Mtech,EC,HRMarket,2024-07-24,rejected,Open,rejected,Rajini,Failed Interview ,rejected,False,Hill-Whitney,120000,110000
3481504394917184007,2,L2,Customer Success Manager,Male,34,1996-09-24,India,India,,Customer Service,,,,2024-05-02,2024-05-03,2024-03-03,,Btech,EC,Referral,2024-05-04,rejected,Open,rejected,Rajini,Failed Interview ,rejected,False,"Salinas, Payne and Fuller",170000,150000
3481504394917184008,4,L3,ML Intern,Male,26,1993-03-17,USA,USA,,Machine Learning,,,,2024-03-25,2024-03-26,2023-12-16,2024-01-05,HighSchool,IS,HRMarket,2024-03-27,rejected,Closed,rejected,Subhajit,Lack of Experience,rejected,False,"Pierce, Wagner and Page",150000,170000
3481504394917184009,3,L2,Junior UX Designer,Male,30,2000-06-28,India,India,,UI/UX,,,,,2024-10-01,2023-12-11,,HighSchool,CS,HRMarket,,active,Open,Negotiation,Rajini,Lack of Experience,Review,True,Davis-Dunn,160000,180000
3481504394917184010,0,L1,Backend Developer,Male,34,2003-11-05,India,India,,Platform,,,,,2024-10-11,2023-12-12,2024-01-06,BE,EC,Others,,active,Closed,Negotiation,John,Lack of Experience,Review,True,Vasquez-Boyd,200000,150000
3481504394917184011,7,L6,Support Specialist,Male,31,1999-09-17,USA,USA,,Customer Service,,,,2024-09-23,2024-09-24,2023-12-21,2024-01-15,Btech,IS,HRMarket,2024-09-26,rejected,Closed,rejected,Subhajit,Lack of Experience,rejected,False,Burke-Jones,120000,190000
3481504394917184012,3,L2,HR Manager,Female,29,1999-05-09,India,India,,Human Resources,,,,2024-09-22,2024-09-23,2024-03-24,,Mtech,EC,Others,2024-09-25,rejected,Closed,rejected,Rajini,Lack of Experience,rejected,False,Velez-Hays,180000,170000
3481504394917184013,7,L6,Sales Executive,Female,26,1997-03-15,Mexico,Mexico,,Sales,,,,2024-04-27,2024-04-28,2023-12-02,2023-12-29,BE,EE,HRMarket,2024-04-29,rejected,Closed,rejected,Deepan,Failed Interview ,rejected,False,"Martin, Jones and Whitehead",140000,130000
3481504394917184014,0,L1,Junior Backend Developer,Non-Binary,28,1997-03-29,USA,USA,,Platform,,,,2024-07-19,2024-07-20,2023-12-07,,BE,CS,HRMarket,2024-07-23,rejected,Open,rejected,John,Location/Relocation,rejected,False,Huerta-Sullivan,210000,120000
3481504394917184015,7,L6,Head of Design,Female,33,1998-03-17,India,India,,UI/UX,,,,2024-06-25,2024-06-26,2024-06-25,,BE,AI,HRMarket,2024-06-27,rejected,Open,rejected,Subhajit,Location/Relocation,rejected,False,Hughes Group,190000,120000
3481504394917184016,2,L2,Senior Backend Developer,Female,34,1995-03-30,India,India,,Platform,,,,2024-08-25,2024-08-26,2024-01-05,,BE,EC,HRMarket,2024-08-31,rejected,Open,rejected,Subhajit,Location/Relocation,rejected,False,Davenport Ltd,170000,130000
3481504394917184017,10,L6,Management Trainee,Female,32,1996-01-14,India,India,,Management,,,,2024-06-12,2024-06-13,2023-12-29,,HighSchool,EC,Others,2024-06-17,rejected,Open,rejected,Subhajit,Location/Relocation,rejected,False,Pena-Calhoun,130000,180000
3481504394917184018,12,L6,HR Manager,Male,21,1991-08-14,India,India,,Human Resources,,,,2024-04-24,2024-04-25,2024-03-24,,HighSchool,AI,HRMarket,2024-04-29,rejected,Closed,rejected,John,Lack of Experience,rejected,False,"Simmons, Hickman and Martinez",180000,170000
3481504394917184019,2,L2,Backend Developer,Female,24,1999-05-03,USA,USA,,Platform,,,,,2024-10-01,2023-12-12,2024-01-06,Mtech,AI,HRMarket,,active,Closed,Negotiation,Rajini,Lack of Experience,Review,True,Reese Ltd,110000,180000
3481504394917184020,15,L6,System Administrator,Male,29,1999-01-28,China,China,,IT,,,,,2024-10-23,2023-12-04,2023-12-27,Btech,CS,LinkedIn,,active,Closed,Pending,John,Location/Relocation,Manager,True,"Wilson, Mahoney and Peck",120000,150000
3481504394917184021,12,L6,Junior Backend Developer,Female,32,1998-01-13,Canada,Canada,,Platform,,,,2024-07-01,2024-07-02,2023-12-07,,Mtech,EC,HRMarket,2024-07-02,rejected,Open,rejected,Mak,Lack of Experience,rejected,False,Hicks-Copeland,150000,160000
3481504394917184022,5,L4,MLOps Engineer,Female,22,1999-11-30,USA,USA,,Machine Learning,,,,2024-02-25,2024-02-26,2023-12-05,2023-12-30,Btech,EC,Others,2024-03-02,rejected,Closed,rejected,Rajini,Failed Interview ,rejected,False,Davenport Ltd,180000,140000
3481504394917184023,15,L6,Technical Consultant,Female,28,1994-09-04,China,China,,Customer Service,,,,,2024-10-28,2023-12-09,2023-12-24,HighSchool,EC,HRMarket,,active,Closed,Pending,Subhajit,Not Qualified,Technical,True,Simpson-Stein,180000,140000
3481504394917184024,4,L3,Sales Representative,Male,21,1991-04-04,China,China,,Sales,,,,,2024-10-03,2023-12-20,2024-01-03,Mtech,IS,HRMarket,,active,Closed,Negotiation,Rajini,Lack of Experience,Review,True,"Greene, Drake and Cobb",190000,160000
3481504394917184025,12,L6,Chief Financial Officer,Female,33,1999-08-08,Mexico,Mexico,,Finance & Admin,,,,2024-07-11,2024-07-12,2024-02-16,,BE,CS,Others,2024-07-15,rejected,Closed,rejected,Deepan,Failed Interview ,rejected,False,Mitchell Group,110000,100000
3481504394917184026,12,L6,Senior IT Manager,Female,33,1999-12-27,India,India,,IT,,,,,2024-10-01,2024-03-20,,BE,AI,LinkedIn,,active,Closed,Pending,Rajini,Lack of Experience,Manager,True,Taylor-Montgomery,180000,120000
